,conversation_id,date,hashtags,id,likes_count,name,replies_count,retweets_count,time,tweet,user_id,username,tag,target,num_hashtags,time_of_day,month,day,season,compound
11,1132867773808480256,2019-05-27,"['#mentalhealthmonth', '#mentalhealthawareness', '#endthestigma', '#anxiety', '#depression', '#ptsd', '#mentalhealthmonth']",1132867773808480256,0,Jorge Luis Lopez Esq,0,0,34,#MentalHealthMonth RT @ItsLilRedBish: Sorry my mental health doesn't run on your schedule 🙄 #MentalHealthAwareness #EndTheStigma #Anxiety #Depression #PTSD #MentalHealthMonth,92677101,lopezgovlaw,hashtag_anxiety,1,7,AM,5,Monday,spring,-0.0772
12,1132817619453644800,2019-05-26,"['#migraine', '#keeptalkingmh', '#bipolar', '#depression', '#anxiety']",1132817619453644801,22,"Rebecca Lombardo - Author, Advocate, Podcaster",5,3,2115,"Goodnight, everyone. This #migraine is not getting any better, so I've got to try to sleep it off. I will chat with you tomorrow. Thanks! #KeepTalkingMH #bipolar #depression #anxiety",2553485468,bekalombardo,hashtag_anxiety,1,5,PM,5,Sunday,spring,0.1989
13,1132762404155252736,2019-05-26,"['#nyc', '#mentalillness', '#anxiety', '#depression', '#schizophrenia', '#mentalhealthawarenessmonth']",1132762404155252736,8,(((Sarah Fader))),0,1,1736,"Three years ago, I read from The Stigma Fighters Anthology at @bnupperws @barnesandnoble @stigmafightersdotcom #nyc #mentalillness #anxiety #depression #schizophrenia #mentalhealthawarenessmonth  http://bit.ly/2wn4JCE  pic.twitter.com/FmaSpYzwP1",111741593,thesarahfader,hashtag_anxiety,1,6,PM,5,Sunday,spring,-0.0516
14,1132756551113031680,2019-05-26,"['#adhd', '#depression', '#anxiety']",1132756551113031680,0,BCBS Nebraska,0,0,1713,Children with #ADHD are more likely to have #depression and #anxiety. It doesn’t end there. See what other conditions could affect teens’ behavioral health:  https://bit.ly/2I3RXA7  pic.twitter.com/B8mj1lFZke,97316936,bcbsnebraska,hashtag_anxiety,1,3,PM,5,Sunday,spring,0.0
15,1132753780787884032,2019-05-26,"['#anxiety', '#mentalhealth', '#sundaythoughts']",1132753780787884033,2,Stylist Magazine,0,0,1702,“This is how a simple change to my morning routine cured my night-time anxiety”   https://buff.ly/2LOTb1X  #anxiety #mentalhealth #sundaythoughts pic.twitter.com/Yuc2G1xvur,54203238,stylistmagazine,hashtag_anxiety,1,3,PM,5,Sunday,spring,0.0
16,1132738605871505408,2019-05-26,"['#bpd', '#anxiety']",1132738605871505410,5,TaylorLianneChandler,0,0,1601,"Happy Sunday. Today has been a tough one mentally, but that is ok too. #bpd It’s ok to talk to someone @talkspace #anxiety  pic.twitter.com/tCG44Bu3q2",2838667575,realtaychatlc,hashtag_anxiety,1,2,PM,5,Sunday,spring,0.7717
17,1132723372171960320,2019-05-26,"['#anxiety', '#accesstowork']",1132723372171960322,0,JCP in London Airports,0,0,1501,Are you experiencing #Anxiety about returning to work? #accesstowork is here for you! For Details -  http://ow.ly/VQJM50ud9bT  pic.twitter.com/CR0LB91cNf,381485732,jcplonairports,hashtag_anxiety,1,2,PM,5,Sunday,spring,0.0
18,1132713247918870528,2019-05-26,"['#anxiety', '#smartcart']",1132713247918870528,19,Shelly Martinez,5,1,1420,My #anxiety is through the roof today.  Thank God for #smartcart 💚 pic.twitter.com/ANtbWAlORZ,23636324,shellyfromcali,hashtag_anxiety,1,2,PM,5,Sunday,spring,0.5574
19,1132696402155528192,2019-05-26,"['#depression', '#anxiety']",1132696402155528192,5,I Am Biotech,0,0,1314,“. . .it definitely looks like Cue® is working to reduce depression severity…and that’s on top of expert pharmacotherapy for #depression and #anxiety” Full interview:  https://buff.ly/2YLPLCe ,19019298,iambiotech,hashtag_anxiety,1,2,PM,5,Sunday,spring,0.3182
20,1132682471722684416,2019-05-26,"['#anxiety', '#anxietyhelp', '#dating', '#datingcoach', '#datingexpert', '#datingadvice']",1132682471722684416,16,Kezia Noble,3,0,1218,Overcoming Fear. Beautifully explained by one of the instructors on my team:  https://www.youtube.com/watch?v=aZeAeQH5AxM … #anxiety #anxietyhelp #dating #datingCoach #datingexpert #datingadvice,31172509,kezia_noble,hashtag_anxiety,1,6,PM,5,Sunday,spring,0.128
21,1132677838593765376,2019-05-26,"['#keeptalkingmh', '#migraine', '#mentalhealth', '#mentalillness', '#anxiety', '#depression']",1132677838593765382,1,"Rebecca Lombardo - Author, Advocate, Podcaster",1,0,1200,"I'm sorry if you're waiting to hear back from me, I'm on day 6 of a raging migraine. I appreciate your articles and photos tremendously and I will be back online to read them as soon as I can. Thank you. #KeepTalkingMH #migraine #MentalHealth #mentalillness #anxiety #depression",2553485468,bekalombardo,hashtag_anxiety,1,6,PM,5,Sunday,spring,0.128
22,1132647693006843904,2019-05-26,"['#airpollution', '#anxiety', '#depression', '#cleanair', '#trafficpollution']",1132647693006843904,8,Laura Turner Seydel,2,10,1000,Living in an area with high levels of  traffic related #airpollution can cause childhood #anxiety and #depression.  https://www.consumeraffairs.com/news/childhood-anxiety-could-be-affected-by-air-pollution-052219.html … @mocleanair @ewg @CleanAirMoms @MothersOutFront @cleanenergyorg @drsanjaygupta #cleanair #trafficpollution,31817141,lauraseydel,hashtag_anxiety,1,5,AM,5,Sunday,spring,0.0
23,1132624928002519040,2019-05-26,"['#anxiety', '#guthealth']",1132624928002519041,2,ET Panache,0,1,830,Gut bacteria might play an important role in reducing #anxiety. #guthealth https://bit.ly/2WZpAHz ,36323511,etpanache,hashtag_anxiety,1,2,AM,5,Sunday,spring,0.4939
24,1132602784338055168,2019-05-26,"['#whatsapp', '#sundaythoughts', '#anxiety']",1132602784338055168,2,Stylist Magazine,0,2,702,"How well would you cope if you were told to delete #WhatsApp and only communicate via phone call for one week. This writer did exactly that, and here's what happened next...  https://buff.ly/2DdhINr  #sundaythoughts #anxiety  pic.twitter.com/nz8XX3S0yI",54203238,stylistmagazine,hashtag_anxiety,1,3,AM,5,Sunday,spring,0.2732
25,1132551251110113280,2019-05-26,"['#stress', '#anxiety', '#habit']",1132551251110113281,12,Natasha Devon MBE,0,1,337,.@ShahrooIzadi and I are at @mbsfestival at London Olympia today - From 11am we’ll be delivering a workshop on #stress #anxiety & #habit change. Come and say hi! pic.twitter.com/0vNMMkzaeS,222725144,_natashadevon,hashtag_anxiety,1,3,AM,5,Sunday,spring,0.0
26,1132432730069852160,2019-05-25,"['#keeptalkingmh', '#mentalhealth', '#depression', '#mentalillness', '#anxiety', '#bipolar', '#anxiety', '#migraines']",1132432730069852160,2,"Rebecca Lombardo - Author, Advocate, Podcaster",0,0,1946,"I have to feel better tomorrow, this shit is getting ridiculous. Wish me luck!!  #KeepTalkingMH #mentalhealth #depression #mentalillness #anxiety #bipolar #anxiety #Migraines",2553485468,bekalombardo,hashtag_anxiety,1,8,PM,5,Saturday,spring,0.4738
27,1132401754069381120,2019-05-25,"['#genz', '#anxiety', '#socialmedia', '#anxiousaboutthefuture', '#bettertogether2019', '#plasticstraws', '#bcccagm2019']",1132401754069381122,3,Jane Thornthwaite,0,0,1743,Why do #GenZ ‘s have so much #anxiety ? #socialmedia #anxiousaboutthefuture We are #bettertogether2019 Youth can advocate/act now eg: can chose to not use #plasticstraws now. Take leadership on actionable issues important to you @bcchamberofcom #BCCCAGM2019 pic.twitter.com/DQ8zBQZE2G,353390724,jthornthwaite,hashtag_anxiety,1,7,PM,5,Saturday,spring,0.2023
28,1132390396426764288,2019-05-25,"['#anxiety', '#dreamcorpllc']",1132390396426764289,29,Jimmi Simpson,2,2,1658,"So excited @SophiaDelPizzo brought ASSMONKEY to @hollywoodfringe - I know I’m biased but it’s the funniest, most revealing take on #anxiety I’ve seen. Plus she lets me and @AhmedBharoocha (standup god #dreamcorpllc cast) jump in for some fun. Come see us! https://www.hollywoodfringe.org/projects/6201?tab=tickets …",36273262,jimmisimpson,hashtag_anxiety,1,2,PM,5,Saturday,spring,0.9272
29,1132341822334885888,2019-05-25,"['#icymi', '#keeptalkingmh', '#bipolar', '#depression', '#anxiety', '#mentalillness', '#suicideprevention', '#endthestigma', '#mentalhealthawarenessmonth']",1132341822334885890,1,"Rebecca Lombardo - Author, Advocate, Podcaster",0,1,1345,#ICYMI Here is the link from our show today with @HopeVirgo and @RealMissAnxiety  We hope you'll check it out if you haven't yet!   http://tobtr.com/11348165  #KeepTalkingMH #bipolar #depression #anxiety #mentalillness #suicideprevention #endthestigma #MentalHealthAwarenessMonth,2553485468,bekalombardo,hashtag_anxiety,1,9,PM,5,Saturday,spring,0.4926
30,1132321221666754560,2019-05-25,"['#anxiety', '#sicknotweak']",1132321221666754562,9,Su Ring,0,0,1223,Me to #Anxiety ⬇️ #SickNotWeak pic.twitter.com/JUOunQltur,111354788,motley_su,hashtag_anxiety,1,2,PM,5,Saturday,spring,0.0
31,1132315243068239872,2019-05-25,"['#anxiety', '#bepositive']",1132315243068239873,12,Lori Lite,0,2,1159,This is what I need to tell myself when I am feeling overwhelmed. #anxiety #bepositive pic.twitter.com/mt43HAEVtk,68233373,stressfreekids,hashtag_anxiety,1,2,AM,5,Saturday,spring,0.1779
32,1132238008776888320,2019-05-25,"['#keeptalkingmh', '#bipolar', '#depression', '#anxiety', '#mentalillness', '#suicideprevention', '#podcast', '#author', '#blogger']",1132238008776888320,4,"Rebecca Lombardo - Author, Advocate, Podcaster",0,1,652,DON'T FORGET! THE SHOWS START AT 11:00 AM!!  Here's the link:   http://tobtr.com/11348165   We've got 3 fantastic guests!  #KeepTalkingMH #bipolar #depression #anxiety #mentalillness #suicideprevention #podcast #author #blogger,2553485468,bekalombardo,hashtag_anxiety,1,9,AM,5,Saturday,spring,0.7892
33,1132130421649620992,2019-05-24,"['#anxiety', '#depression', '#stress']",1132130421649620992,10,Children's Colorado,0,3,2345,Parents may be able to prevent future #anxiety and #depression by helping their kids learn to manage #stress early. See what our experts suggest: https://www.youtube.com/watch?v=9Ps0SSJGpfM&feature=youtu.be …,24219192,childrenscolo,hashtag_anxiety,1,3,PM,5,Friday,spring,0.3182
34,1132060370112327680,2019-05-24,"['#mentalhealthmonth', '#anxiety', '#mentalhealth']",1132060370112327686,0,Jorge Luis Lopez Esq,0,0,1906,"#MentalHealthMonth RT @TMHealthSystem: #Anxiety is the most common #mentalhealth issue people experience, and can be a serious barrier to everyday life, e…  https://twitter.com/i/web/status/1132058845415641088 …",92677101,lopezgovlaw,hashtag_anxiety,1,3,PM,5,Friday,spring,-0.2023
35,1132052662789332992,2019-05-24,"['#adderall', '#insomnia', '#anxiety', '#nervousness', '#adderall']",1132052662789332994,5,Mount Sinai Health System,0,3,1836,"""#Adderall can cause #insomnia, #anxiety, and #nervousness. Misuse of it has been associated with cases of psychosis in extreme cases,"" says Dr. Nicole Avena-Blanchard. Dr. Avena-Blanchard says it is important to take #Adderall as prescribed: https://bravo.ly/2K0rgwW ",54641489,mountsinainyc,hashtag_anxiety,1,5,PM,5,Friday,spring,0.2023
36,1132044751375601664,2019-05-24,['#anxiety'],1132044751375601666,20,Sarah Jane Honeywell,3,2,1804,"Fear & #anxiety are not necessarily undesirable or unhelpful states of mind; they often represent the necessary pain of psychological growth. To deny that pain is to deny our own potential & our own happiness. Never fear the shadows, just rest there a while & take in the shade.",236595863,sjhoneywell,hashtag_anxiety,1,1,PM,5,Friday,spring,-0.5213
37,1132026411823312896,2019-05-24,"['#mentalhealthmonth', '#anxietysupport', '#anxietysurvivor', '#anxietyhelp', '#anxietyrelief', '#anxiety', '#anxietyrecovery']",1132026411823312897,1,Jorge Luis Lopez Esq,0,0,1651,#MentalHealthMonth RT @LifewithStellaB: So important to know! #anxietysupport #anxietysurvivor #anxietyhelp #anxietyrelief #anxiety #anxietyrecovery…  https://twitter.com/i/web/status/1132025806463557632 …,92677101,lopezgovlaw,hashtag_anxiety,1,7,PM,5,Friday,spring,0.3367
38,1132011355458985984,2019-05-24,"['#fridayfeeling', '#medication', '#anxiety', '#fridayfeeling']",1132011355458985985,0,Jorge Luis Lopez Esq,1,0,1551,"#FridayFeeling RT @elsieoramsey: If your child is experiencing psychiatric symptoms, this is a MUST READ. #medication #anxiety #fridayfeeling http://www.biggerthandepression.com/?p=850 ",92677101,lopezgovlaw,hashtag_anxiety,1,4,PM,5,Friday,spring,0.0
39,1131990747819855872,2019-05-24,"['#students', '#anxiety', '#mentalhealth', '#bellletstalk']",1131990747819855873,61,Bell Let's Talk,2,28,1430,".@UAIberta opened a Calm Room to help #students deal with #anxiety and stress through activities such as virtual reality, adult colouring books & LEGO. Learn more about how this space is supporting positive #mentalhealth:  http://bit.ly/2Wm4lj8  #BellLetsTalk",244211904,bell_letstalk,hashtag_anxiety,1,4,PM,5,Friday,spring,0.8271
40,1131985962639253504,2019-05-24,"['#relationships', '#survivor', '#anxiety', '#childabuse']",1131985962639253504,9,Rachel Thompson: Has a voice. Uses it.,0,7,1410,"""As a trauma survivor heals, we also gain a maturity and an understanding that not everyone is equipped to be in our lives.""  https://lttr.ai/CyBg  #Relationships #Survivor #Anxiety #ChildAbuse pic.twitter.com/Dy22YxfdtV",23487853,rachelintheoc,hashtag_anxiety,1,4,PM,5,Friday,spring,0.4767
41,1131982958536089600,2019-05-24,"['#calming', '#anxiety']",1131982958536089601,0,London Drugs,0,0,1359,"Before you jump into stretching, take a few minutes to set up your space. Here are some tips on how to create a #Calming environment to relieve #Anxiety:  http://bit.ly/2E7QlSQ  pic.twitter.com/F1d6Kefe1S",18565524,londondrugs,hashtag_anxiety,1,2,PM,5,Friday,spring,0.5574
42,1131967579893972992,2019-05-24,"['#books', '#anxiety', '#ptsd']",1131967579893972993,7,Rachel Thompson: Has a voice. Uses it.,0,4,1257,"""Only you can decide what’s best for your mental health, but that’s the key right there: pay attention and decide because you are worth it.""  https://lttr.ai/Cxq8  #Books #Anxiety #PTSD pic.twitter.com/WPWP9kkCPk",23487853,rachelintheoc,hashtag_anxiety,1,3,PM,5,Friday,spring,0.5187
43,1131957885188096000,2019-05-24,"['#conqueringanxiety', '#anxiety', '#bankholidayweekend']",1131957885188096001,114,TheSpeakmans,12,12,1219,Have a great weekend everyone ❤️🎉 xxx  #ConqueringAnxiety #Anxiety #BankHolidayWeekend pic.twitter.com/X4LfMcUM3J,34995524,the_speakmans,hashtag_anxiety,1,3,PM,5,Friday,spring,0.6249
44,1131945487949533184,2019-05-24,"['#depression', '#anxiety', '#endocrinology', '#esreadingroom', '#diabetes']",1131945487949533188,5,MedPage Today,0,0,1130,"Diabetes is a difficult disease to live with, but it can be even more so for patients who suffer from #depression and #anxiety. #Endocrinology #ESReadingRoom @EndoSociety #diabetes  https://bit.ly/2WiBGPd  pic.twitter.com/bR1y5dOyxW",17509945,medpagetoday,hashtag_anxiety,1,5,AM,5,Friday,spring,-0.7579
45,1131938198865764352,2019-05-24,"['#anxiety', '#mhm19', '#mentalhealthmonth', '#sciencestopsstigma']",1131938198865764352,2,BBRFoundation,0,0,1101,Researchers have identified a specific brain circuit that appears to be involved in causing social anxiety disorder.  http://ow.ly/YCjW30oOeCZ  #Anxiety #MHM19 #MentalHealthMonth #ScienceStopsStigma pic.twitter.com/Nhnz9Yv4eF,17133444,bbrfoundation,hashtag_anxiety,1,4,AM,5,Friday,spring,-0.5267
46,1131895073715544064,2019-05-24,['#anxiety'],1131895073715544072,2,BombayTimes,0,0,809,Foods that you can consume and feel much better from #anxiety via @MissKyra12 https://www.misskyra.com/lifestyle/got-anxiety-issues-these-foods-will-help-you-get-rid-of-it/articleshow/69475778.cms?utm_source=facebook.com&utm_medium=social&utm_campaign=TOI …,3099486241,bombaytimes,hashtag_anxiety,1,1,AM,5,Friday,spring,0.4404
47,1131881296421183488,2019-05-24,"['#anxiety', '#mentalhealth']",1131881296421183489,3,André Picard,0,0,715,‘My mind is my biggest naysayer’: This is how I experience #anxiety  https://www.thelily.com/my-mind-is-my-biggest-naysayer-this-is-how-i-experience-anxiety/ … via @thelilynews #mentalhealth,252794509,picardonhealth,hashtag_anxiety,1,2,AM,5,Friday,spring,0.0
48,1131880805901492224,2019-05-24,"['#anxiety', '#mentalhealthawareness']",1131880805901492226,10,Laura Hartley,0,0,713,What do I do when I feel like absolute crap? Eat my body weight in yummy food at @LeBistrotPierre.  Timely lunch with mum today😊 #anxiety #MentalHealthAwareness,53661279,lauracovtel,hashtag_anxiety,1,2,AM,5,Friday,spring,0.5106
49,1131856131083636736,2019-05-24,"['#tradewar', '#trade', '#vix', '#volatility', '#anxiety', '#risk']",1131856131083636738,2,Investing.com,1,0,535,Here's 3 'safe' stocks to consider during these uncertain times in the market:  https://invst.ly/audep  #TradeWar #Trade #VIX #Volatility #Anxiety #Risk $ENB $BIP $WMT pic.twitter.com/IZu5P3amuE,988955288,investingcom,hashtag_anxiety,1,6,AM,5,Friday,spring,-0.296
50,1131847584698519552,2019-05-24,"['#anxiety', '#accesstowork']",1131847584698519553,0,JCP in Hampshire,0,0,501,Are you experiencing #Anxiety about returning to work? #accesstowork is here for you! For Details -  http://ow.ly/pRLI30eMkz3  pic.twitter.com/jHDYdk4nQM,343378619,jcpinhampshire,hashtag_anxiety,1,2,AM,5,Friday,spring,0.0
51,1131847525835640832,2019-05-24,"['#anxiety', '#accesstowork']",1131847525835640832,0,JCP in Portsmouth & Isle of Wight,0,0,500,Are you experiencing #Anxiety about returning to work? #accesstowork is here for you! For Details -  http://ow.ly/pRLI30eMkz3  pic.twitter.com/pM6vBdLz3y,373974129,jcpinportsm_iow,hashtag_anxiety,1,2,AM,5,Friday,spring,0.0
52,1131833022448394240,2019-05-24,"['#anxiety', '#coloringbook']",1131833022448394240,1,Lori Lite,0,1,403,"""Children will love the character of the Angry Octopus and his techniques of calming the mind, reducing stress, controlling anger, and being happy"" says Readers Favorite 5 Star Review  http://bit.ly/2FGc4Ed  #anxiety #coloringbook",68233373,stressfreekids,hashtag_anxiety,1,2,AM,5,Friday,spring,0.5859
53,1131784380156915712,2019-05-24,"['#cannabis', '#cbd', '#pain', '#anxiety', '#research', '#cdnpoli']",1131784380156915712,1,Antonia Zerbisias,0,0,49,It would be super cool if we became the global leader in cannabis research! Government of Canada invests in new cannabis research and public awareness programs -  http://Canada.ca   https://www.canada.ca/en/institutes-health-research/news/2019/05/government-of-canada-invests-in-new-cannabis-research-and-public-awareness-programs.html … #cannabis #CBD #pain #anxiety #research #cdnpoli,10085872,antoniaz,hashtag_anxiety,1,6,AM,5,Friday,spring,0.7574
54,1131681472639844352,2019-05-23,"['#medication', '#anxiety']",1131681472639844357,1,NurseGroups,0,1,1801,How To Know When It’s Time To Take #Medication For #Anxiety  http://ow.ly/QMCu50ulYMb ,64031011,nursegroups,hashtag_anxiety,1,2,PM,5,Thursday,spring,0.0
55,1131636333938712576,2019-05-23,"['#anxiety', '#treatit', '#mentalhealthawarenessmonth', '#justtreatit']",1131636333938712576,1,MapleCounselingCntr,0,0,1501,"Ignoring your #anxiety won't make it go away. #TreatIt  May is #MentalHealthAwarenessMonth. This week, we're sharing the third image from this month's campaign, #JustTreatIt. pic.twitter.com/v3aEH1uu5s",2550693001,maplecounseling,hashtag_anxiety,1,4,PM,5,Thursday,spring,0.0258
56,1131603544413483008,2019-05-23,"['#thursdaythoughts', '#interviewtips', '#thursdaythoughts', '#gratitude', '#interviewtime', '#anxiety']",1131603544413483012,0,Jorge Luis Lopez Esq,0,0,1251,#ThursdayThoughts RT @Shea_Ki: 👊One of my #InterviewTips of all time.   #ThursdayThoughts #gratitude #interviewtime #anxiety  pic.twitter.com/QWnuD1vSFD,92677101,lopezgovlaw,hashtag_anxiety,1,6,PM,5,Thursday,spring,0.0
57,1131569805780242432,2019-05-23,"['#mentalhealthmonth', '#anxiety', '#mentalhealthmonth']",1131569805780242432,0,Jorge Luis Lopez Esq,0,0,1037,#MentalHealthMonth RT @AdHealthCenter: #Anxiety is never just one thing. #MentalHealthMonth https://www.bustle.com/p/11-uncommon-anxiety-symptoms-everyone-needs-to-know-about-17902913 …,92677101,lopezgovlaw,hashtag_anxiety,1,3,AM,5,Thursday,spring,0.0
58,1131550858162900992,2019-05-23,"['#depression', '#anxiety', '#cancer', '#mentalhealthmonth']",1131550858162900994,0,Colorectal Cancer Alliance,0,0,922,"@bmj_latest shares that, ""Psychiatric illnesses such as #Depression and #Anxiety are common, but often neglected, complications of #Cancer #MentalHealthMonth  https://www.bmj.com/content/361/bmj.k1415 … pic.twitter.com/E3f1iCUYSn",54620808,ccalliance,hashtag_anxiety,1,4,AM,5,Thursday,spring,-0.7269
59,1131534239781015552,2019-05-23,"['#depression', '#anxiety', '#mentalhealthmonth']",1131534239781015552,7,National Council,0,3,816,How to cope with #depression and #anxiety in the workplace  https://buff.ly/2VIhdPb  #MentalHealthMonth,19596592,nationalcouncil,hashtag_anxiety,1,3,AM,5,Thursday,spring,0.0
60,1131521055367938048,2019-05-23,"['#tv', '#entrepreneur', '#anxiety']",1131521055367938049,1,Josh Elledge,0,1,723,"""One way to get your anxiety under control is to simply practice being on camera, says @CherylTan.""  https://lttr.ai/CsaL  #Tv #Entrepreneur #Anxiety  pic.twitter.com/Wyt8b72XE1",43196616,joshelledge,hashtag_anxiety,1,3,AM,5,Thursday,spring,-0.1779
61,1131465295279923200,2019-05-23,"['#keeptalkingmh', '#suicideprevention', '#depression', '#mentalhealth', '#mentalillness', '#anxiety']",1131465295279923200,11,"Rebecca Lombardo - Author, Advocate, Podcaster",2,8,342,#KeepTalkingMH #suicideprevention #depression #mentalhealth #mentalillness #anxiety   DM with questions! I look forward to hearing from you! -OR- You can email me at Paradoks1@aol.com  pic.twitter.com/vNj4WXcssW,2553485468,bekalombardo,hashtag_anxiety,1,6,AM,5,Thursday,spring,0.0
62,1131420480265699328,2019-05-23,"['#mentalhealthmonth', '#anxiety']",1131420480265699328,0,Jorge Luis Lopez Esq,0,0,43,#MentalHealthMonth RT @SarahDoeberiner: My #anxiety makes me want to do things ‘right now’ even if they cannot be done. Any problem that occurs after norma…  https://twitter.com/i/web/status/1131417787644162048 …,92677101,lopezgovlaw,hashtag_anxiety,1,2,AM,5,Thursday,spring,-0.34
63,1131372630295109632,2019-05-22,"['#keeptalkingmh', '#suicideprevention', '#mentalhealth', '#depression', '#bipolar', '#anxiety']",1131372630295109632,2,"Rebecca Lombardo - Author, Advocate, Podcaster",0,0,2133,Don't forget to send me your survivor photos! Looking forward to seeing them! And remember to #KeepTalkingMH #suicideprevention #mentalhealth #depression #bipolar #anxiety,2553485468,bekalombardo,hashtag_anxiety,1,6,PM,5,Wednesday,spring,0.5789
64,1131350093507047424,2019-05-22,"['#keeptalkingmh', '#suicideprevention', '#depression', '#mentalhealth', '#mentalillness', '#anxiety', '#advocate']",1131350093507047427,0,"Rebecca Lombardo - Author, Advocate, Podcaster",0,0,2004,Please check this out! #KeepTalkingMH #suicideprevention #depression #mentalhealth #mentalillness #anxiety #advocate pic.twitter.com/dzyx6U8jhU,2553485468,bekalombardo,hashtag_anxiety,1,7,PM,5,Wednesday,spring,0.3802
