,conversation_id,date,hashtags,id,likes_count,name,replies_count,retweets_count,time,tweet,user_id,username,target,tag,num_hashtags,time_of_day,month,day,season,compound
10,1132937737600937984,2019-05-27,"['#europe', '#finland', '#norway', '#denmark', '#netherlands', '#switzerland', '#iceland', '#sweden', '#austria', '#uk', '#ireland', '#germany', '#france', '#happiness', '#leadership']",1132937737600937985,29,Tamara McCleary,0,33,513,Visualizing the Happiest Countries in #Europe:  1 #Finland  2 #Norway  3 #Denmark  4 #Netherlands  5 #Switzerland  6 #Iceland  7 #Sweden 8 #Austria  9 #UK 10 #Ireland 11 #Germany 12 #France  https://www.visualcapitalist.com/visualizing-the-happiest-country-on-every-continent/ … via @VisualCap #happiness #leadership pic.twitter.com/IQyTyMgRIC,2307675307,tamaramccleary,0,hashtag_happiness,15,AM,5,Monday,spring,0.6369
11,1132934718222229504,2019-05-27,"['#women', '#children', '#spouse', '#happiness', '#relationships', '#marriage']",1132934718222229504,2,MTV Lebanon News,0,0,501,"#Women Are Happier Without #Children or a #Spouse, Says #Happiness Expert  http://bit.ly/2QrW1w2  #Relationships #Marriage pic.twitter.com/DKbtuClq5t",397199380,mtvlebanonnews,0,hashtag_happiness,6,AM,5,Monday,spring,0.5267
12,1132909599038889984,2019-05-27,"['#kabbalah', '#happiness', '#research', '#wisdom', '#suffering']",1132909599038889985,104,Michael Laitman,0,36,321,"A new study suggests a method to stop suffering: simply not to think of ourselves, but of others. But this is not the way to be happy according to the wisdom of #Kabbalah. Full clip:  https://youtu.be/Wq8mC0W_xZ8  #happiness #research #wisdom #suffering pic.twitter.com/BehjzJ417M",18888387,laitman,0,hashtag_happiness,5,AM,5,Monday,spring,0.8402
13,1132909289260101632,2019-05-27,"['#nutrific', '#breakfasts', '#tasty', '#health', '#fitness', '#happiness']",1132909289260101632,1,Nutrific,0,0,319,"Kickstart the week with a healthy bowl of Nutrific! Made with 100% wholegrain wheat, Nutrific is low in fat, low in sugar, low in salt and high in fibre :) #Nutrific #breakfasts #tasty #health #fitness #happiness  pic.twitter.com/yfYgFUDzEf",2706033265,nutrificsa,0,hashtag_happiness,6,AM,5,Monday,spring,0.1759
14,1132889146014535680,2019-05-27,"['#women', '#children', '#spouse', '#happiness', '#relationships', '#marriage']",1132889146014535680,1,MTV English News,0,1,159,"#Women Are Happier Without #Children or a #Spouse, Says #Happiness Expert  http://bit.ly/2QrW1w2  #Relationships #Marriage pic.twitter.com/fwVzNn6OEs",1089342374,mtvenglishnews,0,hashtag_happiness,6,AM,5,Monday,spring,0.5267
15,1132881618404663296,2019-05-27,['#happiness'],1132881618404663296,15,The Conversation,3,9,130,"The latest World #Happiness Report ranks Australia 10th globally, with NZ 8th and the Nordic nations top of the table.  NZ is measuring happiness in its 'wellbeing budget'. Should Australia follow suit?  https://theconversation.com/the-paradox-of-happiness-the-more-you-chase-it-the-more-elusive-it-becomes-112217 …",224495471,conversationedu,0,hashtag_happiness,1,AM,5,Monday,spring,0.6597
16,1132858364180946944,2019-05-26,"['#ishakoppikar', '#mondaymotivation', '#shooting', '#acting', '#movies', '#webseries', '#love', '#happiness', '#monday', '#shootdiaries']",1132858364180946945,257,Isha Koppikar,10,14,2357,"Be twice as powerful as you think you are! Bring it on, Monday👊🏼 #IshaKoppikar #mondaymotivation #shooting #acting #movies #webseries #love #happiness #monday #shootdiaries pic.twitter.com/E3BKz08kH2",108235614,ishakonnects,0,hashtag_happiness,10,PM,5,Sunday,spring,0.4753
17,1132850105592291328,2019-05-26,"['#mondaymorning', '#mondaythoughts', '#motivation', '#happiness', '#joy', '#peace', '#today', '#yesterday', '#tomorrow']",1132850105592291339,12,Dr. Ajit Varwandkar,0,2,2324,"What an amazing message from Lao Tzu, let us all learn to live happily #MondayMorning #mondaythoughts #motivation #happiness #JOY #Peace #today #yesterday #tomorrow pic.twitter.com/Ts9micy9Ql",81811937,varwandkar,0,hashtag_happiness,9,PM,5,Sunday,spring,0.8126
18,1132842032911835136,2019-05-26,"['#smile', '#happiness', '#letscelebratelife', '#mondayblues']",1132842032911835136,294,bhagyashree,21,32,2252,Share a smile today!  Lets start the week right. Do an unexpected kindness to someone unknown and fill their day with happiness. Share your story on this post and the one that warms my heart the most will get a follow from me. #smile #happiness #letscelebratelife #mondayblues pic.twitter.com/igBNJ254VO,116392212,bhagyashree123,0,hashtag_happiness,4,PM,5,Sunday,spring,0.9312
19,1132835455903256576,2019-05-26,"['#pay', '#passion', '#purpose', '#happiness', '#work', '#hr', '#nsr', '#employees', '#team', '#growth']",1132835455903256577,11,Dr N S Rajan,0,5,2226,#Pay = Employee Satisfaction  #Passion = Employee Engagement  #Purpose = Employee Happiness  #happiness #work #HR #NSR #employees #team #growth,74972887,rajanns,0,hashtag_happiness,10,PM,5,Sunday,spring,0.8591
20,1132795580508516352,2019-05-26,"['#memories', '#peace', '#happiness', '#joy', '#noheartbreak', '#selflove']",1132795580508516354,2,Ray Edwards Jr,0,0,1948,Have fun and enjoy your own company. #memories #peace #happiness #joy #noheartbreak #selflove  https://www.instagram.com/p/Bx8dpCAH_8n/?igshid=1nu2wr3xgtgyx …,132316838,ray_edwards,0,hashtag_happiness,6,PM,5,Sunday,spring,0.7579
21,1132795047244472320,2019-05-26,"['#canada', '#haiti', '#finland', '#ukraine', '#taiwan', '#india', '#australia', '#mauritius', '#southsudan', '#chile', '#venezuela', '#happiness']",1132795047244472320,30,Tamara McCleary,2,11,1946,The Happiest Country on Every Continent... Most / Least: #Canada / #Haiti #Finland / #Ukraine #Taiwan / #India #Australia / NA #Mauritius / #SouthSudan #Chile / #Venezuela  https://www.visualcapitalist.com/visualizing-the-happiest-country-on-every-continent/ … MT @ValleAlfonso via @VisualCap #Happiness  pic.twitter.com/4BjoSys3RX,2307675307,tamaramccleary,0,hashtag_happiness,12,PM,5,Sunday,spring,0.6369
22,1132774675564703744,2019-05-26,['#happiness'],1132774675564703745,52,SUCCESS magazine,1,9,1825,"""It is not how much we have, but how much we enjoy, that makes #happiness."" - Charles Spurgeon   Turn your day around in 3 easy steps.  https://www.success.com/3-ways-to-shake-your-lousy-mood/ … pic.twitter.com/WNdPJZz6qn",46155808,successmagazine,0,hashtag_happiness,1,PM,5,Sunday,spring,0.8462
23,1132743083697876992,2019-05-26,"['#weddinganniversary', '#faraiqrar', '#iqrarulhassan', '#togetherness', '#happiness']",1132743083697876993,11027,Farah Iqrar,1027,556,1619,Happy Wedding Anniversary to us 💕 #weddinganniversary #faraiqrar #iqrarulhassan #togetherness #happiness @iqrarulhassan pic.twitter.com/7Mxaw7QziE,144404257,fara_yousaf,0,hashtag_happiness,5,PM,5,Sunday,spring,0.5719
24,1132720839139430400,2019-05-26,"['#family', '#husbandandwife', '#love', '#wife', '#holiday', '#soulmate', '#40thbirthday', '#couplegoals', '#happiness']",1132720839139430400,20,Matt Fiddes,5,1,1451,Great quality time with the Mrs moniqefiddes for my birthday surprise! #family #husbandandwife #love #wife #holiday #soulmate #40thbirthday #couplegoals #happiness  https://www.instagram.com/p/Bx77p2dgb45/?igshid=1207o98x71a7d …,274918857,mattfiddesuk,0,hashtag_happiness,9,PM,5,Sunday,spring,0.7574
25,1132711612719206400,2019-05-26,"['#positivepsychology', '#brillkid', '#happiness', '#resilience', '#ukedchat']",1132711612719206400,15,Andy Cope,0,5,1414,"We've brought our #PositivePsychology messages down the age ranges. If you've got kids age 7-11, why not treat them to a great start in life  #BrillKid @AoBrillWill @gavinoattes @amy_brad1 @Waterstones #happiness #resilience @parentsmagazine @IPPAnet @PosEdNet #ukedchat pic.twitter.com/acIovrtH0h",254613042,beingbrilliant,0,hashtag_happiness,5,PM,5,Sunday,spring,0.4295
26,1132708859213156352,2019-05-26,"['#positivepsychology', '#3principles', '#happiness']",1132708859213156357,6,Andy Cope,0,0,1403,#PositivePsychology #3principles #Happiness Your upgrade awaits...  pic.twitter.com/ShZdw7inaQ,254613042,beingbrilliant,0,hashtag_happiness,3,PM,5,Sunday,spring,0.0
27,1132707973917057024,2019-05-26,"['#successful', '#unhappy', '#middleage', '#happiness', '#success']",1132707973917057025,0,MTV Lebanon News,0,0,1400,This Is Why #Successful People Are #Unhappy in #MiddleAge  http://bit.ly/2HCzry4  #Happiness #Success pic.twitter.com/sVYeHVHh9A,397199380,mtvlebanonnews,0,hashtag_happiness,5,PM,5,Sunday,spring,0.0
28,1132701013943705600,2019-05-26,"['#life', '#leadership', '#happiness', '#peace', '#journeyhome']",1132701013943705605,95,Radhanath Swami,3,22,1332,Have you ever been so busy with life that you often forget to check the direction you are going in? #life #leadership #happiness #peace #journeyhome  http://bit.ly/2JGNJjw  pic.twitter.com/DLDeF6M4e1,92914986,radhanathswami,0,hashtag_happiness,5,PM,5,Sunday,spring,-0.2263
29,1132662550280187904,2019-05-26,"['#ukedchat', '#parenting', '#teenagers', '#wellbeing', '#positivepsychology', '#happiness', '#motivation']",1132662550280187904,10,Andy Cope,1,6,1059,Mental health and flourishing for Primary and Secondary ages...  #UKedchat #parenting #teenagers #wellbeing #PositivePsychology #Happiness #motivation pic.twitter.com/dQ0kCYeMuZ,254613042,beingbrilliant,0,hashtag_happiness,7,AM,5,Sunday,spring,0.0
30,1132655633705111552,2019-05-26,"['#sunday', '#postpartum', '#mindset', '#happiness']",1132655633705111553,20,Carly Rowena,1,4,1032,S U N D A Y S ☁️ Sometimes the most productive thing you can do is relax.. . . 📍myconianvillascollection  wearing lahanaswim #Sunday #postpartum #mindset #happiness  https://www.instagram.com/p/Bx7YhDFJXTb/?igshid=xlfzwtqfunek …,304999280,carlyrowena,0,hashtag_happiness,4,AM,5,Sunday,spring,0.0
31,1132633986671497216,2019-05-26,"['#successful', '#unhappy', '#middleage', '#happiness', '#success']",1132633986671497217,0,MTV English News,0,0,906,This Is Why #Successful People Are #Unhappy in #MiddleAge  http://bit.ly/2HCzry4  #Happiness #Success pic.twitter.com/obRb8YgCS6,1089342374,mtvenglishnews,0,hashtag_happiness,5,AM,5,Sunday,spring,0.0
32,1132617484937383936,2019-05-26,"['#love', '#family', '#joy', '#kids', '#peace', '#happiness', '#parents', '#teens', '#toddlers', '#children']",1132617484937383937,1,Lori Lite,0,1,800,RT @CherryBlossBlog: What I hope my children learn from me....I want them to learn everything! But if I had to narrow it down ...  https://buff.ly/2VU6Rkh  #love #family #joy #kids #peace #happiness #parents #teens #toddlers #children pic.twitter.com/oM4VcY6ipP,68233373,stressfreekids,0,hashtag_happiness,10,AM,5,Sunday,spring,0.5411
33,1132609863673102336,2019-05-26,['#happiness'],1132609863673102338,159,World Economic Forum,2,80,730,"3 secrets to happiness, according to Roman Stoics  https://wef.ch/2DLTwlD  #happiness  pic.twitter.com/pefZuYg0Bf",5120691,wef,0,hashtag_happiness,1,AM,5,Sunday,spring,0.5574
34,1132604559417847808,2019-05-26,"['#lifequotes', '#livefully', '#happiness', '#lifejourney']",1132604559417847808,74,Dev Joshi,11,11,709,"❤❤❤❤❤❤❤❤❤ Be Thankful for closed Doors, Detours & Roadblocks!🙏 They Protect you from paths & places not meant for you!✌ So...be on your Own Road...!🛣 #lifequotes #livefully #Happiness #lifejourney…  https://www.instagram.com/p/Bx7Gx8KDiwQ/?igshid=1o19q6mcwvabv …",94324331,devjoshi10,0,hashtag_happiness,4,AM,5,Sunday,spring,0.8007
35,1132592386742345728,2019-05-26,"['#happiness', '#derby', '#shine']",1132592386742345728,122,Andy Cope,5,39,620,#Happiness top tips in 90 seconds flat. Thanks @BBCDerby @BBCNews @bbcaaron #Derby @derbyshire_live #SHINE @BBCWorld pic.twitter.com/nTUEqNXcfL,254613042,beingbrilliant,0,hashtag_happiness,3,AM,5,Sunday,spring,0.5719
36,1132563664345681920,2019-05-26,"['#marriage', '#happiness']",1132563664345681920,0,Shaun Wooller,0,0,426,"""Married people are happier than other population subgroups, but only when their spouse is in the room when they’re asked how happy they are. When the spouse is not present: fucking miserable."" #marriage #happiness  https://www.theguardian.com/lifeandstyle/2019/may/25/women-happier-without-children-or-a-spouse-happiness-expert …",19342637,shaungw,0,hashtag_happiness,2,AM,5,Sunday,spring,0.8047
37,1132536376694517760,2019-05-26,"['#embark', '#happiness', '#changealife', '#adoptdontbuy', '#embark', '#live', '#love', '#adopt', '#adoptionday', '#otarafoundation']",1132536376694517760,49,Otara Gunewardene,0,8,238,Imi found her home and new kind family today at #Embark adoption day. She was rescued after a vehicle ran over her and broke her back leg. Choosing to adopt saves lives! 💕 #happiness #ChangeALife #AdoptDontBuy #Embark #live #love #adopt #Adoptionday #otarafoundation pic.twitter.com/HUXU6wl86N,64647617,otaradel,0,hashtag_happiness,10,AM,5,Sunday,spring,0.6588
38,1132478762283601920,2019-05-25,"['#memories', '#love', '#life', '#happiness', '#joy', '#peace', '#memories']",1132478762283601920,0,Ray Edwards Jr,0,0,2249,When you trying to convince her you all she needs. #memories #love #life #happiness #joy #peace #memories  https://www.instagram.com/p/Bx6Nkz6HR4p/?igshid=8d3f0ff2mdem …,132316838,ray_edwards,0,hashtag_happiness,7,PM,5,Saturday,spring,0.25
39,1132478244874203136,2019-05-25,"['#comfort', '#belonging', '#engagement', '#motivation', '#confidence', '#happiness', '#hr', '#nsr']",1132478244874203139,39,Dr N S Rajan,3,15,2247,To be understood is a source of #comfort To be accepted is a source of #belonging To be recognised is a source of #engagement To be rewarded is a source of #motivation To be respected is a source of #confidence To be loved is a source of #happiness #HR #NSR,74972887,rajanns,0,hashtag_happiness,8,PM,5,Saturday,spring,0.9062
40,1132466489393655808,2019-05-25,"['#happiness', '#wellbeing']",1132466489393655808,62,Mark C. Crowley,6,8,2200,"My big treat most Friday nights is a long walk on the beach. Last night, the sunset was spectacular & the water a stunning deep blue. But the 3 people walking in front of me missed it all. They were fully consumed by their cell phones the whole time. #Happiness #WellBeing",257581957,markccrowley,0,hashtag_happiness,2,PM,5,Saturday,spring,0.4767
41,1132462004369629184,2019-05-25,"['#quotes', '#inspiration', '#wisdom', '#success', '#happiness', '#nature', '#flowers', '#photography']",1132462004369629185,8,Lisa Catara,0,2,2142,"""Life is a great big canvas, and you should throw all the paint on it you can"". ~ Danny Kaye  🌐🔥☀️ #quotes #Inspiration #wisdom #success #happiness #nature #flowers #photography pic.twitter.com/PkABEFvJUx",793060405,lisa_catara,0,hashtag_happiness,8,PM,5,Saturday,spring,0.6249
42,1132452357395177472,2019-05-25,"['#celebrating', '#beach', '#goodtimes', '#sunset', '#music', '#fun', '#florida', '#happymemorialday', '#bbq', '#happiness', '#america']",1132452357395177474,0,Lorraine Ziff,0,0,2104,#celebrating on the #beach #goodtimes #sunset #music #fun #florida @larryziff #happymemorialday #bbq #happiness #america pic.twitter.com/6ACylFjfPo,416536319,lorraineziff,0,hashtag_happiness,11,PM,5,Saturday,spring,0.0
43,1132451905458835456,2019-05-25,"['#celebrating', '#beach', '#goodtimes', '#sunset', '#music', '#fun', '#florida', '#happymemorialday', '#bbq', '#happiness', '#america']",1132451905458835457,3,Lorraine Ziff,0,1,2102,#celebrating on the #beach #goodtimes #sunset #music #fun #florida @larryziff #happymemorialday #bbq #happiness #america pic.twitter.com/ZiZeFUGgxq,416536319,lorraineziff,0,hashtag_happiness,11,PM,5,Saturday,spring,0.0
44,1132451711031873536,2019-05-25,"['#celebrating', '#beach', '#goodtimes', '#sunset', '#music', '#fun', '#florida', '#happymemorialday', '#bbq', '#happiness', '#america']",1132451711031873536,0,Lorraine Ziff,0,0,2101,#celebrating on the #beach #goodtimes #sunset #music #fun #florida larryziff #happymemorialday #bbq #happiness #america  https://www.instagram.com/p/Bx6BRBlJwEi/?igshid=mws60kruxmpf …,416536319,lorraineziff,0,hashtag_happiness,11,PM,5,Saturday,spring,0.0
45,1132428656964456448,2019-05-25,"['#arbwisdom', '#happiness']",1132428656964456454,90,A. R. Bernard,1,21,1930,The best day to be happy is this one. Don’t spend your whole life in the waiting room. #ARBWisdom #happiness,18170890,arbernard,0,hashtag_happiness,2,PM,5,Saturday,spring,0.836
46,1132367040457662464,2019-05-25,"['#happiness', '#eatlocal']",1132367040457662469,8,Mitchell Davis,2,0,1525,Danish breakfast. Saturday morning. House guests. #happiness #eatlocal  http://bit.ly/2K9jjG1  pic.twitter.com/KmNmGC5TJk,23483622,kitchensense,0,hashtag_happiness,2,PM,5,Saturday,spring,0.0
47,1132361961411371008,2019-05-25,"['#happiness', '#stompoutbullying']",1132361961411371010,12,STOMP Out Bullying™,1,8,1505,#Happiness comes from within! Create your happiness starting NOW! #STOMPOutBullying pic.twitter.com/sGQZDIArc3,46745299,stompoutbullyng,0,hashtag_happiness,2,PM,5,Saturday,spring,0.7418
48,1132355737055825920,2019-05-25,"['#mythoughts', '#mymind', '#myopinion', '#itsallthatmatters', '#beingmyself', '#noonecanchangethat', '#hugsandkisses', '#gratitude', '#happiness', '#blessed', '#iamwhoiam', '#thisisme', '#urvashidholakia9']",1132355737055825922,27,Urvashi Dholakia,4,1,1440,Got me Thinking .. Got You Thinking 😉  : : : #mythoughts #mymind #myopinion #itsallthatmatters #beingmyself #noonecanchangethat #hugsandkisses #gratitude #happiness #blessed #iamwhoiam #thisisme #urvashidholakia9…  https://www.instagram.com/p/Bx5VoI6JsmN/?igshid=wn0abljgmrcj …,112622781,urvashi9,0,hashtag_happiness,13,PM,5,Saturday,spring,0.0
49,1132319410847453184,2019-05-25,"['#happiness', '#gameday']",1132319410847453188,46,CJ Sapong,0,1,1215,On THE path. #happiness #gameday pic.twitter.com/9STVSLPK1g,177604598,bigafrika88,0,hashtag_happiness,2,PM,5,Saturday,spring,0.0
50,1132281479621435392,2019-05-25,"['#hugsandkisses', '#live', '#love', '#laugh', '#happiness', '#gratitude', '#thisisme', '#urvashidholakia9', '#urvashi', '#believer', '#dreamer', '#fierce', '#but', '#nice', '#justbeingme']",1132281479621435395,32,Urvashi Dholakia,3,1,945,"Love Yourself, Believe in Yourself, Be Yourself ! 💋💫❤️  : : : #hugsandkisses #live #love #laugh #happiness #gratitude #thisisme #urvashidholakia9 #urvashi #believer #dreamer #fierce #but #nice #justbeingme…  https://www.instagram.com/p/Bx4z2e9JBgw/?igshid=lcozy3c8wgf4 …",112622781,urvashi9,0,hashtag_happiness,15,AM,5,Saturday,spring,0.6696
51,1132277666890100736,2019-05-25,"['#theingredientsforhappiness', '#happiness', '#life']",1132277666890100736,10,The Blossom Twins,4,5,930,In the spirit of gearing up for Lucy's 2nd book #TheIngredientsForHappiness we want to know what top 3 ingredients you need in your life to be happy...   https://www.amazon.co.uk/Ingredients-Happiness-Lucy-Knott-ebook/dp/B07M762JCQ/ref=sr_1_1?keywords=lucy+knott&qid=1558769073&s=gateway&sr=8-1 … #happiness #life @HQDigitalUK @LucyCKnott pic.twitter.com/B0puX7k0fo,479732272,theblossomtwins,0,hashtag_happiness,3,AM,5,Saturday,spring,0.4215
52,1132266655331913728,2019-05-25,"['#weekend', '#funsaturday', '#saturday', '#happysaturday', '#happiness', '#flamingo', '#strikingly']",1132266655331913729,0,Strikingly,0,0,846,Let the #weekend begin! Have a fun-filled Saturday! #funsaturday #saturday #happysaturday #happiness #flamingo #Strikingly pic.twitter.com/jBcXgQ71pA,264502655,strikingly,0,hashtag_happiness,7,AM,5,Saturday,spring,0.0
53,1132239213502402560,2019-05-25,['#happiness'],1132239213502402560,1,Dr (sometimes but not always) Happy,0,1,657,What brings more #happiness,42837353,drhappy,0,hashtag_happiness,1,AM,5,Saturday,spring,0.0
54,1132197132960768000,2019-05-25,"['#confidence', '#bodyimage', '#daltv', '#mentalhealth', '#happiness', '#wellbeing']",1132197132960768001,4,Dal Dhaliwal,0,1,410,💁🏻‍♀️ NEW VIDEO 👉 “Body Confidence Tips (How To Boost Your Body #Confidence & #BodyImage)” Now on #DalTV 👇 ▶️ Must watch ==>  http://youtu.be/MTqFd_L2V_U  #mentalhealth #happiness #wellbeing pic.twitter.com/YEhUjkPi0j,371483879,daldhaliwalpt,0,hashtag_happiness,6,AM,5,Saturday,spring,0.7184
55,1132192459038044160,2019-05-25,"['#mantra', '#positivity', '#love', '#happy', '#happiness', '#eatwell', '#bestrong', '#exercise', '#workhard', '#dance']",1132192459038044160,52,Flavia Cacace-Mistry,0,10,351,Kickstarting the long weekend with my Personal Mantra x 👍Think Positively 🏋️‍♂️Exercise Daily 🍎Eat Healthy 👊🏼Work Hard 💪Stay Strong ☀️Worry Less 💃🏻Dance More ❤️Love Often 😊Be Happy #mantra #positivity #love #happy #happiness #eatwell #bestrong #exercise #workhard #dance pic.twitter.com/gZVSwgApHb,155184017,flaviacacace,0,hashtag_happiness,10,AM,5,Saturday,spring,0.9136
56,1132147416076038144,2019-05-25,"['#happiness', '#beautifulworld']",1132147416076038144,5,Richard Rekhy,0,1,52,When we change ourselves or our attitude we see @leellrc what you see . Yes there is so much wonderful things around. Generally not happy with what we have . #Happiness #BeautifulWorld  https://twitter.com/leellrc/status/1132026063125667840 … pic.twitter.com/lQoz24Xyym,134055679,richardrekhy,0,hashtag_happiness,2,AM,5,Saturday,spring,0.5691
57,1132130423105105920,2019-05-24,"['#fridayfun', '#happiness', '#creativity', '#lifescale']",1132130423105105921,6,SAP Customer Experience #SAPCXLIVE,0,1,2345,"#FridayFun There Isn't an App for That!  The Formula for Productivity, #Happiness and #Creativity Starts Within 🙂  http://sap.to/6019ElYhS  @briansolis #lifescale pic.twitter.com/rBd6TSlRBp",20263610,sap_cx,0,hashtag_happiness,4,PM,5,Friday,spring,0.0
58,1132105144026505216,2019-05-24,"['#workhardplayhard', '#smilemore', '#inspire', '#la', '#cityofangels', '#goodvibes', '#weekend', '#turnup', '#fun', '#living', '#streetstyle', '#style', '#fashion', '#higherfrequency', '#live', '#happy', '#happiness']",1132105144026505216,0,Mike Scala,0,0,2204,City of Angeles for Memorial Day weekend🌴 #workhardplayhard #smilemore #inspire #la #cityofangels #goodvibes #weekend #turnup #fun #living #streetstyle #style #fashion #higherfrequency #live #happy #happiness…  https://www.instagram.com/p/Bx3jq5sgPco/?igshid=vd5l4mozqsev …,532371437,mikescala,0,hashtag_happiness,17,PM,5,Friday,spring,0.0
59,1132088991975657472,2019-05-24,"['#repost', '#samujana', '#luxury', '#travel', '#beautiful', '#breakfast', '#luxuryhotel', '#luxurytravel', '#happiness', '#holiday', '#kohsamui', '#thailand', '#wanderlust', '#paradise']",1132088991975657472,1,Samujana,0,2,2100,#Repost @dollarmoney⠀ ・・・⠀ Breakfast like this.🍉🍍🥞 #samujana⠀ ⠀ #luxury #travel #beautiful #breakfast #luxuryhotel #luxurytravel #happiness #holiday #kohsamui #thailand #wanderlust #paradise pic.twitter.com/mXvrl9yexg,1600092678,samujanavillas,0,hashtag_happiness,14,PM,5,Friday,spring,0.3612
60,1132067004863668224,2019-05-24,['#happiness'],1132067004863668224,0,Children's Hospital,0,0,1933,Where does #happiness come from? Help your teen understand:  http://bit.ly/2EgfNpr  pic.twitter.com/SQpDafjSoC,82173415,easttnchildrens,0,hashtag_happiness,1,PM,5,Friday,spring,0.4019
