,conversation_id,date,hashtags,id,likes_count,name,replies_count,retweets_count,time,tweet,user_id,username,target,tag,num_hashtags,time_of_day,month,day,season,compound
10,1132358315223212032,2019-05-25,"['#mentalhealthmonth', '#stress', '#refugee', '#mentalhealth']",1132358315223212032,0,Jorge Luis Lopez Esq,0,0,1450,#MentalHealthMonth RT @SAGEpsychology: Read about acculturative #stress on #refugee youth #mentalhealth here:  http://ow.ly/WRFi50udPiX  More articles for…  https://twitter.com/i/web/status/1132353213942906881 …,92677101,lopezgovlaw,1,hashtag_stress,4,PM,5,Saturday,spring,0.0
11,1132313374803615744,2019-05-25,['#stress'],1132313374803615746,0,Boiron USA,0,0,1152,#Stress Relievers That Won’t Break the Bank  https://bit.ly/2Tmeafv ,43492105,boironusa,1,hashtag_stress,1,AM,5,Saturday,spring,0.25
12,1132287707730915328,2019-05-25,"['#colors', '#stress', '#joy', '#natural', '#frequency', '#technology']",1132287707730915328,0,Philip Stein,0,0,1010,"Fill your life with #colors! Less #stress, more #joy! #Natural #Frequency #Technology pic.twitter.com/VanammEe2c",87805758,philipstein,1,hashtag_stress,6,AM,5,Saturday,spring,0.0
13,1132270345027764224,2019-05-25,['#stress'],1132270345027764228,13,Upwork,0,3,901,Feeling overwhelmed by all the changes in your life? Here are 3 ways to ditch the #stress and get back on track @fastcompany  https://buff.ly/2LIsPlI  pic.twitter.com/x2N2oyXi77,15225375,upwork,1,hashtag_stress,1,AM,5,Saturday,spring,0.1779
14,1132264167573020672,2019-05-25,"['#stress', '#zodiacsign']",1132264167573020675,9,pinkvilla,0,1,836,"Gemini, Aries, Virgo: Here's how to deal with stress based on your Zodiac sign #stress #zodiacsign https://www.pinkvilla.com/lifestyle/love-relationships/gemini-aries-virgo-heres-how-deal-stress-based-your-zodiac-sign-452553 …",14182050,pinkvilla,1,hashtag_stress,2,AM,5,Saturday,spring,-0.4215
15,1132255090633596928,2019-05-25,"['#family', '#growth', '#testimony', '#help', '#stress', '#technology', '#education', '#autism']",1132255090633596931,1,Lori Lite,0,0,800,RT @SensoryStepping: It's time to lock their phone and unlock their potential. #family #growth #testimony #help #stress #technology #education #autism  https://www.sensorysteppingstones.com/neurobio-educational-feedback/ … pic.twitter.com/Dv2gfkoXz4,68233373,stressfreekids,1,hashtag_stress,8,AM,5,Saturday,spring,0.0
16,1132240055307853824,2019-05-25,"['#emergency', '#stress', '#wellbeing', '#onlinecourse']",1132240055307853824,8,Humanitarian Academy,0,2,700,"When you work in an #emergency response, the impact of long hours, insecure environments and chronic #stress can affect your #wellbeing.   Try this free #onlinecourse and learn how to build personal and organisational resilience.  https://goo.gl/c3dNJs  pic.twitter.com/z8zdtfhXFf",3092578959,academyhum,1,hashtag_stress,4,AM,5,Saturday,spring,0.2675
17,1132130421649620992,2019-05-24,"['#anxiety', '#depression', '#stress']",1132130421649620992,10,Children's Colorado,0,3,2345,Parents may be able to prevent future #anxiety and #depression by helping their kids learn to manage #stress early. See what our experts suggest:  https://www.youtube.com/watch?v=9Ps0SSJGpfM&feature=youtu.be …,24219192,childrenscolo,1,hashtag_stress,3,PM,5,Friday,spring,0.3182
18,1132093175303233536,2019-05-24,"['#stress', '#entrepreneur']",1132093175303233536,12,Morissa Schwartz,0,0,2117,9 Tips to Handle the #Stress of Being an #Entrepreneur  https://buff.ly/2NOdKMQ  pic.twitter.com/r3a52sll5w,60433092,morissaschwartz,1,hashtag_stress,2,PM,5,Friday,spring,0.0
19,1131998501997547520,2019-05-24,"['#stress', '#depression', '#sleeplessness', '#tips', '#financialstress', '#stress', '#money', '#debtsucks', '#debtrelief']",1131998501997547523,3,Consolidated Credit,0,3,1500,#Stress can have adverse effects on your physical health – from #depression to #sleeplessness. We're sharing #tips on how to manage #FinancialStress. How to identify–and then reduce–high #stress levels caused by #money challenges:  http://ow.ly/f9m350unZF1  #DebtSucks #DebtRelief,34701908,consolidatedus,1,hashtag_stress,9,PM,5,Friday,spring,0.1531
20,1131978621369901056,2019-05-24,"['#stress', '#aces']",1131978621369901058,4,Turnaround,0,4,1341,New Report: The effect chronic #stress has on children at school — and why policymakers should care. #ACES https://www.washingtonpost.com/education/2019/05/22/report-effect-chronic-stress-has-children-school-why-policymakers-should-care/?tid=ss_tw&utm_term=.a0b2aa463d51 …,873980654,turnaround,1,hashtag_stress,2,PM,5,Friday,spring,0.4939
21,1131974153563770880,2019-05-24,"['#stress', '#depression', '#mentalhealthawarenessmonth']",1131974153563770880,0,BCBSM,0,0,1324,Is it #stress or #depression? Learn the difference and how you can take an active approach to managing your mental health.   https://miblues.co/2UXktGn  #mentalhealthawarenessmonth pic.twitter.com/zx9hChmZM1,40766251,bcbsm,1,hashtag_stress,3,PM,5,Friday,spring,0.4019
22,1131971658909138944,2019-05-24,"['#test', '#stress']",1131971658909138949,54,Phys.org,1,30,1314,"Engineers create a simple #test that can measure #stress hormones in sweat, blood, urine or saliva @UofCincy @ACS_Sensors https://phys.org/news/2019-05-simple-stress-hormones-blood-urine.html …",17248121,physorg_com,1,hashtag_stress,2,PM,5,Friday,spring,0.2732
23,1131968230648700928,2019-05-24,"['#employees', '#technology', '#fridaythoughts', '#artificialintelligence', '#internetofthings', '#digitaltransformation', '#stress']",1131968230648700929,4,Gene Marks,0,3,1300,"Nearly two-thirds of #employees said #technology has helped reduce stress in their jobs, according to a @Verint report via @TechRepublic. #FridayThoughts #ArtificialIntelligence #InternetOfThings #DigitalTransformation #stress  https://www.techrepublic.com/article/can-automation-reduce-employee-stress/ …",16082893,genemarks,1,hashtag_stress,7,PM,5,Friday,spring,-0.4215
24,1131938165583941632,2019-05-24,"['#selfcare', '#stress', '#masturbationmonth', '#selflove', '#wellness']",1131938165583941632,1,Cleis Press,0,0,1101,"Masturbation is not just about sex, it is about relief and #SelfCare. Relief of #stress, or pretty much anything you need a distraction from according to @msirinagonzalez in this @oprahmagazine article:   https://bit.ly/2Ek125i  #MasturbationMonth #selflove #wellness pic.twitter.com/3TRNSNFC9h",62860939,cleispress,1,hashtag_stress,5,AM,5,Friday,spring,0.7783
25,1131921293023035392,2019-05-24,['#stress'],1131921293023035393,7,National Kidney Fdn,0,2,954,Follow these 10 useful tips to help manage #stress and keep healthy.  https://bit.ly/2H5RxZt ,7558582,nkf,1,hashtag_stress,1,AM,5,Friday,spring,0.8074
26,1131847493979967488,2019-05-24,['#stress'],1131847493979967493,0,MAJALLA,0,0,500,"It’s not uncommon to feel disorganized and forgetful when you’re under a lot of #stress. But over the long term, stress may actually change your brain in ways that affect your memory.   http://ow.ly/gHLW50ugr5A ",88902818,the_majalla,1,hashtag_stress,1,AM,5,Friday,spring,-0.7269
27,1131844778176458752,2019-05-24,"['#exam', '#stress', '#fridayreads']",1131844778176458753,0,UKCP,0,1,449,Do you have exams coming up? UKCP psychotherapist and stresspert @Thestresshacker provides some great tips for beating exam stress. Read them here: #Exam #Stress #FridayReads,183236010,ukcp_updates,1,hashtag_stress,3,AM,5,Friday,spring,-0.1779
28,1131698028652507136,2019-05-23,"['#stress', '#siblings', '#families']",1131698028652507137,2,"Susan Newman, Ph.D.",0,1,1906,The number of battles and amount of taunting and #stress that #siblings bring to #families can be staggering and intimidating. @PsychToday https://www.psychologytoday.com/us/blog/singletons/201904/can-you-handle-your-children-s-3351-conflicts …,19973100,susannewmanphd,1,hashtag_stress,3,PM,5,Thursday,spring,-0.6369
29,1131606351124287488,2019-05-23,['#stress'],1131606351124287489,7,Freud Museum London,0,3,1302,"Last chance to book! Psychotherapist Laura Smith will be leading a daytime workshop, '#Stress: External Threat or Internal Conflict', 30 May, 2 - 3.30pm. Space is limited so book now to avoid disappointment >  http://ow.ly/OhFS30nFS9d  pic.twitter.com/9BQvX9yikf",106729035,freudmuslondon,1,hashtag_stress,1,PM,5,Thursday,spring,-0.8439
30,1131591962279256064,2019-05-23,"['#stress', '#jobsearchadvice', '#hertsjobs']",1131591962279256064,1,JCP in Herts,0,0,1205,Losing a job is one of life?s most stressful experiences. @helpguideorg walk you through the grieving process and provide tips and advice for how to keep your mind healthy while looking for your next opportunity:  http://ow.ly/4csh30odl3V  #Stress #JobsearchAdvice #HertsJobs pic.twitter.com/eP9sv0iLfS,320679412,jcpinherts,1,hashtag_stress,3,PM,5,Thursday,spring,-0.6115
31,1131587691425009664,2019-05-23,"['#stress', '#hormones']",1131587691425009664,2,Randi Hutter Epstein,0,0,1148,I love when health studies lend credence to things we may just want to anyhow. @UMich study suggests 30 min in nature is good for our stress hormones (it's a pretty cheap therapy with few downsides) #stress #hormones https://www.frontiersin.org/articles/10.3389/fpsyg.2019.00722/full …,122716308,randihepstein,1,hashtag_stress,2,AM,5,Thursday,spring,0.8316
32,1131554009582641152,2019-05-23,"['#diabetes', '#stress']",1131554009582641152,2,Diabetes.co.uk,0,1,934,"Shift work can affect people with #diabetes in a number of ways. Factors such as the times you eat, #stress and changes to your body clock can all be significant:  https://bit.ly/2LULfiS  pic.twitter.com/MjAYB8AFSZ",23922362,diabetescouk,1,hashtag_stress,2,AM,5,Thursday,spring,0.2732
33,1131471113165377536,2019-05-23,"['#stress', '#jobsearchadvice', '#oxjobs']",1131471113165377538,0,JCP in Oxfordshire,0,0,405,Losing a job is one of life's most stressful experiences. @helpguideorg walk you through the grieving process and  provide tips and advice for how to keep your mind healthy while looking for your next opportunity:  http://ow.ly/4csh30odl3V  #Stress #JobsearchAdvice #OxJobs pic.twitter.com/rqxET4AFDe,569931776,jcpinoxford,1,hashtag_stress,3,AM,5,Thursday,spring,-0.6115
34,1131427798126682112,2019-05-23,"['#wednesdaythoughts', '#mind', '#stress']",1131427798126682122,0,Jorge Luis Lopez Esq,0,0,113,"#WednesdayThoughts RT @15minutepause: Wondering how to quiet the #mind,  prioritize your todo's, deal with #stress, be present despite the demands? Not j…  https://twitter.com/i/web/status/1131425228716945409 …",92677101,lopezgovlaw,1,hashtag_stress,3,AM,5,Thursday,spring,0.0
35,1131351788681080832,2019-05-22,['#stress'],1131351788681080833,8,UONnews,0,3,2011,"📰 Regardless of the cause of #stress – whether physical, psychological or emotional – our body responds in a similar way, explains Professor Christopher Dayas (@neuronewy). https://bit.ly/2EpUim8 ",56594187,uni_newcastle,1,hashtag_stress,1,PM,5,Wednesday,spring,0.1531
36,1131328132986953728,2019-05-22,"['#emotional', '#stress']",1131328132986953735,0,Icahn School of Medicine at Mount Sinai,0,2,1837,Our researchers say children detained at U.S. border detention centers had more #emotional and behavioral difficulties than the U.S. population at large. Dr. Craig L. Katz shares how this affects the higher rates of post-traumatic #Stress disorder:  https://bit.ly/2EzmYJF ,1268038951,icahnmountsinai,1,hashtag_stress,2,PM,5,Wednesday,spring,-0.7845
37,1131319722320916480,2019-05-22,"['#stress', '#dianetics']",1131319722320916480,5,Edward Parkin,14,0,1803,"The actual solution to #stress, anxiety, paranoia and a host of other maladies. #Dianetics gets to the root of the problem. Fact. https://twitter.com/Dianetics/status/1131303833521537025 …",877598991386525696,epstandleague,1,hashtag_stress,2,PM,5,Wednesday,spring,-0.4767
38,1131318871674302464,2019-05-22,"['#stress', '#anxiety', '#meditation', '#peaceful', '#wednesdaymotivation', '#worldmeditationday', '#wednesdaywisdom', '#sadhguru']",1131318871674302469,53,Isha USA,0,26,1800,#Stress? #Anxiety? Try #Meditation! –  http://bit.ly/2Jyn604  – Inner Engineering helps one overcome anxiety and become #peaceful.  #WednesdayMotivation #WorldMeditationDay #WednesdayWisdom #Sadhguru pic.twitter.com/dfJcAgjSnB,450083100,ishausa,1,hashtag_stress,8,PM,5,Wednesday,spring,0.372
39,1131298186759409664,2019-05-22,"['#environment', '#stress', '#mentalhealthmonth']",1131298186759409664,1,Mount Sinai Health System,0,2,1638,Family separation can leave a child distressed in a new #environment. Dr. Craig L. Katz shares how this can lead to post-traumatic #Stress disorder via @bustle:  https://bit.ly/2EzmYJF  #MentalHealthMonth,54641489,mountsinainyc,1,hashtag_stress,3,PM,5,Wednesday,spring,-0.5423
40,1131283588446597120,2019-05-22,"['#sleep', '#stress', '#anxiety']",1131283588446597121,70,Mayo Clinic,3,27,1540,"According to several small studies, people using weighted blankets reported better #sleep and less #stress and #anxiety.  https://6abc.cm/2YLwuRA  via @6abc",14592723,mayoclinic,1,hashtag_stress,3,PM,5,Wednesday,spring,0.4404
41,1131272300186210304,2019-05-22,"['#exhausted', '#emotionallyexhausted', '#wednesdaywisdom', '#selfcheckin', '#happyhumpday', '#happywednesday', '#selflove', '#sexpert', '#stress', '#emotions']",1131272300186210304,0,Dr. Ava Cadell,0,0,1455,8 Questions to Check If You’re Emotionally Exhausted Here’s what to do if you’re emotionally exhausted:  https://www.psychologytoday.com/us/blog/the-chronicles-infertility/201905/8-questions-check-if-youre-emotionally-exhausted … #Exhausted #EmotionallyExhausted #WednesdayWisdom #SelfCheckIn #HappyHumpDay #HappyWednesday #SelfLove #Sexpert #Stress #Emotions,29370507,dravacadell,1,hashtag_stress,10,PM,5,Wednesday,spring,-0.6124
42,1131215826642788352,2019-05-22,"['#mentalhealth', '#stress', '#environment', '#stressmanagement', '#healthtips']",1131215826642788353,10,TAMU Health Sciences,0,6,1110,"This #mentalhealth Awareness Month, check out some tips on how to reduce #stress by improving your #environment. #stressmanagement #healthtips http://tamh.sc/30qCKQ9 ",42679599,tamhsc,1,hashtag_stress,5,AM,5,Wednesday,spring,0.4215
43,1131187967739990016,2019-05-22,['#stress'],1131187967739990017,1,PORTER magazine,0,0,920,4 ways to relieve #stress stat:  http://porterm.ag/9hQdvF  pic.twitter.com/7nkGXGi6Yi,1731691897,portermagazine,1,hashtag_stress,1,AM,5,Wednesday,spring,0.3612
44,1131182928334073856,2019-05-22,"['#stress', '#mentalhealthmonth', '#nyp', '#4mind4body']",1131182928334073857,6,NewYork-Presbyterian,0,0,900,"#Stress can be a contributing factor to health conditions such as heart disease and depression. This #MentalHealthMonth, learn how #NYP's Integrative Health and Wellbeing program specialists help patients heal with stress-reduction methods:  https://nyphosp.co/2J4l2vJ  #4Mind4Body pic.twitter.com/CbvOQDR7o7",312840253,nyphospital,1,hashtag_stress,4,AM,5,Wednesday,spring,-0.25
45,1130951151392874496,2019-05-21,"['#stress', '#stresseating', '#fitfluential']",1130951151392874497,1,FitFluential,0,1,1739,Simple strategies to stop stress-related overeating  https://buff.ly/2Wc109u  #stress #stresseating #fitfluential pic.twitter.com/GVlvkexIv9,259516003,fitfluential,1,hashtag_stress,3,PM,5,Tuesday,spring,-0.296
46,1130935068971741184,2019-05-21,"['#career', '#careeradvice', '#workplace', '#stress', '#wellness']",1130935068971741191,0,PayScale,0,0,1635,Do you lose sleep over work? You're not alone. But there are things you can do to lessen your stress and get some shut eye. :  http://pysc.al/ASpX50uk6cL  #career #careeradvice #workplace #stress #wellness,24800281,payscale,1,hashtag_stress,5,PM,5,Tuesday,spring,-0.5803
47,1130921757135843328,2019-05-21,"['#dyk', '#stress']",1130921757135843328,7,SmokefreeUS @NCI,0,3,1542,#DYK studies show that smoking actually causes more stress than it relieves? Learn why smoking doesn't help to relieve #Stress.  https://smokefree.gov/challenges-when-quitting/stress/stress-smoking?utm_source=twitter&utm_medium=social&utm_campaign=general … pic.twitter.com/3pTSJP6pqg,71293111,smokefreeus,1,hashtag_stress,2,PM,5,Tuesday,spring,-0.6509
48,1130897371251060736,2019-05-21,['#stress'],1130897371251060737,1,IBX - Blue Cross,0,0,1405,Did you know? Your childhood hobbies are a strong indicator of how you should be relieving #stress.  http://ibx.co/xiqESu ,34371172,ibx,1,hashtag_stress,1,PM,5,Tuesday,spring,0.7003
49,1130897331380002816,2019-05-21,"['#smallbiz', '#stress', '#worklifebalance', '#smallbusinessowner', '#technews', '#tuesdaythoughts']",1130897331380002822,4,Gene Marks,0,2,1405,"Small-business owners are stressed and struggling to unplug, data shows via @YahooFinance & more #smallbiz tech news in my weekly @forbessmallbiz tech roundup  https://bit.ly/2JpoNww  #stress #worklifebalance #smallbusinessowner #technews #TuesdayThoughts pic.twitter.com/k1S3yW5dte",16082893,genemarks,1,hashtag_stress,6,PM,5,Tuesday,spring,-0.6369
50,1130896233881636864,2019-05-21,"['#podcast', '#burnout', '#stress']",1130896233881636865,2,Beaumont Health,1,0,1400,"Who does burnout and stress affect the most, why is it so common and what can be done about it?  https://bmntsys.tm/2EoAqzF  #podcast #burnout #stress  pic.twitter.com/tQ5a2Xwqg9",41650007,beaumonthealth,1,hashtag_stress,3,PM,5,Tuesday,spring,-0.4215
51,1130894806237032448,2019-05-21,"['#university', '#academia', '#stress', '#depression', '#anxiety', '#mentalhealth', '#counselling', '#therapy', '#wellbeing']",1130894806237032449,2,USC Social Work,0,2,1355,RT @Myira_Khan: ‘It’s cut-throat’: half of UK academics stressed and 40% thinking of leaving   https://www.theguardian.com/education/2019/may/21/cut-throat-half-academics-stressed-thinking-leaving?CMP=Share_AndroidApp_LinkedIn … #university #academia #stress #depression #anxiety #mentalhealth #counselling #therapy #wellbeing,48117919,uscsocialwork,1,hashtag_stress,9,PM,5,Tuesday,spring,-0.34
52,1130843444363038720,2019-05-21,"['#worklifebalance', '#stress', '#anxiety', '#millennials']",1130843444363038720,2,Stylist Magazine,0,1,1031,Millennials work far fewer hours than our parents – so why exactly are we all so much more stressed?  https://buff.ly/2M5392G  #WorkLifeBalance #stress #anxiety #millennials pic.twitter.com/FQ4PInO1Bm,54203238,stylistmagazine,1,hashtag_stress,4,AM,5,Tuesday,spring,-0.4509
53,1130838609010024448,2019-05-21,"['#insomnia', '#stress', '#mentalhealth']",1130839286780051457,2,Morra Aarons Mele,0,0,1014,"Also, says @BUpublichealth Carol Dolan: don't forget about the impact of #insomnia on #stress and #mentalhealth at work @BCCWF @broadinstitute",7661842,morraam,1,hashtag_stress,3,AM,5,Tuesday,spring,0.1695
54,1130793001905639424,2019-05-21,"['#tuesdaymotivation', '#stress', '#addressyourstress']",1130793001905639424,44,Mental Health First Aid England,0,32,710,#TuesdayMotivation What do you do to manage your #stress levels? Here are some of our stress-busting tips to help you pause and take a step back. 👉For more resources to help you #AddressYourStress visit  http://bit.ly/2TVkeLu  pic.twitter.com/tghFpIVoMB,114488533,mhfaengland,1,hashtag_stress,3,AM,5,Tuesday,spring,0.6597
55,1130772223004991488,2019-05-21,"['#thestresstest', '#stress', '#mentalhealthawarenessmonth']",1130777980509274113,6,Bloomsbury India,0,0,610,"💡The Stress Test -@ihrobertson  Want to lift your mood in 2 min? Write down the good things that happened today. No matter how small, record them all! #TheStressTest  How much #stress is too much stress?  #MentalHealthAwarenessMonth pic.twitter.com/2kZteJzgQb",943130996,bloomsburyindia,1,hashtag_stress,3,AM,5,Tuesday,spring,-0.6312
56,1130729982634934272,2019-05-21,"['#stress', '#empowerhalfhour']",1130729982634934272,122,Mental Health First Aid England,1,97,300,"Did you know 15.4 million working days were lost due to work-related #stress, anxiety or depression last year? Our #EmpowerHalfHour toolkit offers a range of free resources to help you and your employees tackle stress at work:  http://bit.ly/EmpowerHalfHour  pic.twitter.com/BNARIj4YBt",114488533,mhfaengland,1,hashtag_stress,2,AM,5,Tuesday,spring,-0.5423
57,1130678857068105728,2019-05-20,"['#ourhearts', '#bloodpressure', '#ahrq', '#questionbuilder', '#app', '#reduce', '#stress', '#hypertension']",1130678857068105728,2,AHRQ,0,1,2337,#OurHearts: Celebrate National #BloodPressure Month by taking control of your healthcare with #AHRQ’s #QuestionBuilder #app. #Reduce #stress and #hypertension. Find it today at  https://www.ahrq.gov/patient-safety/question-builder.html?utm_source=AHRQ&utm_medium=Twitter&utm_term=QBA_BPM&utm_content=214&utm_campaign=AHRQ_QBA_2019 … pic.twitter.com/JpPZRonH9b,44957814,ahrqnews,1,hashtag_stress,8,PM,5,Monday,spring,0.5719
58,1130652430251823104,2019-05-20,['#stress'],1130652430251823104,6,Real Warriors,0,5,2152,Thinking about asking for help for combat #stress? Call or chat the Psychological Health Resource Center  24/7: 866-966-1020 or  http://j.mp/RWlivechat ,28614550,realwarriors,1,hashtag_stress,1,PM,5,Monday,spring,0.0772
59,1130606388554752000,2019-05-20,"['#stress', '#anxiety', '#serenitynow']",1130606388554752000,3,London Drugs,0,0,1849,Here are six steps to easy stretches you can do right now to relieve #Stress and #Anxiety:  http://bit.ly/2E7QlSQ  #SerenityNow pic.twitter.com/cfnQ7ixEzc,18565524,londondrugs,1,hashtag_stress,3,PM,5,Monday,spring,0.6597
60,1130587915933966336,2019-05-20,"['#stress', '#cancer']",1130587915933966336,1,Cancer and Careers,0,2,1735,"Workplace #stress is often unavoidable, but there are ways to alleviate it. Our newest blog post outlines tips on how to address and ease work-related stress that are particularly relevant to #cancer survivors: https://bit.ly/2w9D5sL ",23609996,cancerandcareer,1,hashtag_stress,2,PM,5,Monday,spring,-0.1154
61,1130545509410705408,2019-05-20,"['#stress', '#mentalhealth', '#mentalhealthawarenessmonth', '#mentalhealthawareness']",1130545509410705409,6,Talk To Me,0,4,1447,"""The issue, then, is not in the stress response itself but in how we channel or employ this response."" Read more on great, practical tips on how to embrace #stress via @HarvardBiz  https://hbr.org/2015/09/stress-can-be-a-good-thing-if-you-know-how-to-use-it … #MentalHealth #MentalHealthAwarenessMonth #MentalHealthAwareness",760163000233885696,talktome,1,hashtag_stress,4,PM,5,Monday,spring,0.893
62,1130533725660434432,2019-05-20,"['#survey', '#smallbusinesses', '#marketing', '#stress', '#smallbusinessowners', '#mondaythoughts', '#smallbiz']",1130533725660434432,3,Gene Marks,0,2,1400,New #survey by @outboundengine reveals 58% of #smallbusinesses spend five hours or less on #marketing. And #stress is a major contributing factor for how much time #smallbusinessowners spend via @smallbiztrends #mondaythoughts #smallbiz https://smallbiztrends.com/2019/05/2019-small-business-marketing-challenges.html …,16082893,genemarks,1,hashtag_stress,7,PM,5,Monday,spring,0.0
63,1130518879132946432,2019-05-20,"['#stress', '#homeschoolers']",1130518879132946433,3,Lori Lite,0,0,1301,Turnkey Curriculum-Teach Kids to Manage #Stress  http://bit.ly/SFKCurr  #Homeschoolers pic.twitter.com/likGZhOzX4,68233373,stressfreekids,1,hashtag_stress,2,PM,5,Monday,spring,0.0
64,1130517300698910720,2019-05-20,"['#stress', '#sleep']",1130517300698910720,1,Craig Jarrow,0,0,1255,"Trouble sleeping? ""6 Ways to Empty Your Head And Get to Bed""  http://bit.ly/2s9mnKS  #stress #sleep pic.twitter.com/S3Svo5wFw3",48443722,tmninja,1,hashtag_stress,2,PM,5,Monday,spring,-0.5423
65,1130515281204449280,2019-05-20,"['#stress', '#trauma', '#resilience']",1130515281204449281,1,David Hulme,0,2,1247,Everyone deals with #stress in life; not everyone deals with it the same way. And that can make compassion and healing a real challenge. What should we know about #trauma and #resilience? Why We Don’t All Respond Alike to Trauma  https://buff.ly/2GZgYfg  via @VisionOrg pic.twitter.com/dR876JYxAb,62820234,drdavidhulme,1,hashtag_stress,3,PM,5,Monday,spring,0.128
66,1130503449244651520,2019-05-20,"['#mentalhealth', '#stress']",1130503449244651520,1,#RideForHeart,0,0,1200,Enjoying an extra day off work? Focus on  your #mentalhealth today - take our stress test and learn how to better manage your #stress.,388985188,rideforheart,1,hashtag_stress,2,PM,5,Monday,spring,0.5423
67,1130493375826804736,2019-05-20,"['#wellness', '#stress']",1130493375826804736,1,Megan Calhoun,0,0,1119,Stress Cycles: What They Are and How To End Them  https://www.socialmoms.com/live/health/stress-cycles-what-they-are-and-how-to-end-them/ … #wellness #stress,16022682,socialmoms,1,hashtag_stress,2,AM,5,Monday,spring,-0.4215
